DATE,DGS10,DGS2,ratio,ratio average,sinal
2015-02-26,2.03,0.66,0.32512315270935965,0.17041799768498658,1
2015-02-27,2.0,0.63,0.315,0.17076527517189757,1
2015-03-02,2.08,0.66,0.3173076923076923,0.17113534029196267,1
2015-03-03,2.12,0.68,0.32075471698113206,0.17150803252162386,1
2015-03-04,2.12,0.66,0.3113207547169811,0.17187535488212166,1
2015-03-05,2.11,0.65,0.3080568720379147,0.17222831073146067,1
2015-03-06,2.24,0.73,0.3258928571428571,0.1726236861893361,1
2015-03-09,2.2,0.7,0.3181818181818181,0.17301004982569973,1
2015-03-10,2.14,0.7,0.32710280373831774,0.1734021195108463,1
2015-03-11,2.11,0.7,0.33175355450236965,0.1738047570546336,1
2015-03-12,2.1,0.67,0.3190476190476191,0.1741768424405121,1
2015-03-13,2.13,0.68,0.31924882629107987,0.17455063421074135,1
2015-03-16,2.1,0.66,0.3142857142857143,0.17491449975695983,1
2015-03-17,2.06,0.7,0.3398058252427184,0.17534535518853978,1
2015-03-18,1.93,0.57,0.29533678756476683,0.17567072264122036,1
2015-03-19,1.98,0.63,0.3181818181818182,0.17605708627758399,1
2015-03-20,1.93,0.6,0.31088082901554404,0.1764135418131661,1
2015-03-23,1.92,0.6,0.3125,0.17676161873624302,1
2015-03-24,1.88,0.58,0.30851063829787234,0.1771092099610253,1
2015-03-25,1.93,0.59,0.30569948186528495,0.1774719042615434,1
2015-03-26,2.01,0.61,0.3034825870646766,0.1778184527690061,1
2015-03-27,1.95,0.58,0.29743589743589743,0.17814594488473354,1
2015-03-30,1.96,0.58,0.29591836734693877,0.178470401940283,1
2015-03-31,1.94,0.56,0.288659793814433,0.1788004096999549,1
2015-04-01,1.87,0.55,0.29411764705882354,0.17912268754726401,1
2015-04-02,1.92,0.55,0.28645833333333337,0.17943330913196348,1
2015-04-03,1.85,0.49,0.2648648648648648,0.17971584785045724,1
2015-04-06,1.92,0.51,0.265625,0.17996802808301537,1
2015-04-07,1.89,0.52,0.2751322751322752,0.18024556536055267,1
2015-04-08,1.92,0.54,0.28125000000000006,0.18053840243920435,1
2015-04-09,1.97,0.56,0.28426395939086296,0.18084606079276866,1
2015-04-10,1.96,0.57,0.29081632653061223,0.18116395718209363,1
2015-04-13,1.94,0.54,0.27835051546391754,0.1814692296415929,1
2015-04-14,1.9,0.53,0.27894736842105267,0.18177131042494665,1
2015-04-15,1.91,0.51,0.2670157068062827,0.18203105612427348,1
2015-04-16,1.9,0.5,0.2631578947368421,0.18227991526634832,1
2015-04-17,1.87,0.51,0.2727272727272727,0.182546300044361,1
2015-04-20,1.9,0.55,0.2894736842105263,0.1828477907653832,1
2015-04-21,1.92,0.55,0.28645833333333337,0.18314163766460803,1
2015-04-22,1.99,0.57,0.28643216080402006,0.18345013417012412,1
2015-04-23,1.96,0.55,0.2806122448979592,0.18374546270616282,1
2015-04-24,1.93,0.54,0.2797927461139897,0.18404068038229884,1
2015-04-27,1.94,0.54,0.27835051546391754,0.1843385578838149,1
2015-04-28,2.0,0.56,0.28,0.18466326376616785,1
2015-04-29,2.06,0.56,0.2718446601941748,0.18494812955714446,1
2015-04-30,2.05,0.58,0.2829268292682927,0.18527301936025933,1
